"","x"
"7099","眼看著我的學業就荒疏了"
"7100","預料一年級的成績是"
"7101","為首的華語、歷史均是84分"
"7102","總分是748分"
"7103","名次是84人中排列第24名"
"7104","總課時是464小時"
"7105","缺課僅14小時而已"
"7106","預科二年級的成績總分是693分"
"7107","名次落到77人中的第35名"
"7108","我不是有錢去消磨時間"
"7109","只是不願意上課"
"7110","以閒暇為樂而逃學的"
"7111","是在上三年級之後"
"7112","在這新學期恰恰發生照片事件之後不久開始的"
"7113","
    第一學期結束時"
"7114","校方警告我"
"7115","老師也訓斥了我"
"7116","成績不佳"
"7117","缺課時間多固然是訓斥的理由"
"7118","但最使老師惱火的"
"7119","是一學期只上三天的排宗教義課我竟全部曠課了"
"7120","這三天的祥宗教義課"
"7121","學校都是安排在暑假、寒假和春假之前"
"7122","采取與諸事專門道場同樣的形式進行的"
"7123","
    老師特別把我召到他自己的房間裡訓斥"
"7124","這是罕見的"
"7125","我只耷拉著腦袋"
"7126","一聲不言"
"7127","我心中暗自等待的是一件事"
"7128","然而老師對照片事件"
"7129","或上溯到娼婦勒索事件都只字不提"
"7130","
    從這時候起"
"7131","老師對我明顯地疏遠了"
"7132","這就是我盼望的演變結果"
"7133","是我希望看到的證跡"
"7134","也是我的一種勝利"
"7135","而且"
"7136","要獲得這種勝利"
"7137","只需偷懶就足夠了"
"7138","
    三年級第一學期"
"7139","我曠課達六十多個小時"
"7140","約為一年級三個學期總曠課時間的五倍"
"7141","我曠課這麼多時間"
"7142","不是用來讀書"
"7143","也沒有錢去娛樂"
"7144","除了偶爾同拍本閒聊"
"7145","就是我獨自一人無所事事"
"7146","大谷大學的記憶"
"7147","同無為的記憶幾乎是難以區分的"
"7148","我緘口不言"
"7149","獨自一人無所作為"
"7150","或許這種無為也是我這號人的一種“樣的教義一吧"
"7151","這種時候"
"7152","我片刻也不感到寂寥"
"7153","
    有時"
"7154","我幾個小時坐在草地上"
"7155","觀察著雞蟻搬運細紅上去造窩的情形"
"7156","並非螞蟻引起我的興趣"
"7157","有時"
"7158","我長時間地呆望著學校後面的工廠的煙囪冒出的縷縷輕煙"
"7159","也並非煙雲引起我的興趣……我覺得我全然地"
"7160","甚至連生命都沉浸在自己的存在中"
"7161","外界處處都是忽而冰冷"
"7162","忽而炎熱"
"7163","是啊"
"7164","怎麼說才好呢"
"7165","外界時而呈現斑駁"
"7166","時而又呈現條紋狀"
"7167","自己的內在和外界不規則地緩慢地輪流轉化"
"7168","四周無意義的風景映在我的眼簾裡"
"7169","風景闖入了我的內心"
"7170","而且沒有闖入的部分在彼方活潑地閃爍著"
"7171","這閃爍著的東西"
"7172","有時是工廠的旗幟"
"7173","有時是土牆上的微不足道的污點"
"7174","有時又是被拋棄在草叢中的一只舊木屣"
"7175","所有這些東西"
"7176","都是一瞬間在我心中產生"
"7177","又一瞬間在我心中消失"
"7178","可以說"
"7179","這是沒有形成所有形態的思想吧……我覺得重要的事物總是與微不足道的事物聯系在一起"
"7180","今天報上刊登的歐洲政治事件"
"7181","似乎同眼前的舊木屣有著不可分割的聯系"
"7182","
    我曾就一片草葉尖端的銳角進行過長時間的思考"
"7183","說思考是不恰當的"
"7184","這種奇怪的瑣碎的念頭決不會持久"
"7185","在我的感覺裡"
"7186","它做活著"
"7187","又似死去"
"7188","實在難以捕捉"
"7189","猶如樂曲的副歌執拗地反復出現"
"7190","這片草葉的尖端為什麼其銳角必須是這樣尖銳的呢"
"7191","倘使是純角"
"7192","難道就會失去草的種別"
"7193","就得自然從這一角整個崩潰嗎"
"7194","倘使是拆掉大自然的齒輪中的極小東西"
"7195","不就可以使整個大自然顛覆嗎"
"7196","我想人非非"
"7197","陡然地思考著這種方法"
"7198","
    ……轉眼間"
"7199","老師的訓斥洩露了出去"
"7200","寺廟的人對我的態度變得日益險惡了"
"7201","妒忌我升大學的那個師兄弟總是帶著一種充滿勝利自豪的冷笑凝望著我"
"7202","
    夏秋兩季"
"7203","我一直在廟裡生活"
"7204","幾乎不與他人交談"
"7205","我出走的前一天早晨"
"7206","老師命令副司把我喚去"
"7207","
    那是11月9目的事"
"7208","正是我上學前"
"7209","我穿著制服來到了老師的眼前"
"7210","
    老師本來胖乎乎的臉"
"7211","異樣地繃得緊緊的"
"7212","大概是由於一見到我不得不跟我說話這樣一種不愉快的情緒所導致的呼"
"7213","而我呢"
"7214","看到老師的眼睛像看麻風病人似地望著我的時候"
"7215","我就感到異常的痛快"
"7216","因為這正是我所期待的充滿人的感情的眼睛"
"7217","
    老師旋即把視線移開"
"7218","一邊在手爐上揉搓著手一邊說話"
"7219","那柔軟的掌心上的肌肉相互摩擦發出的聲音"
"7220","雖然輕微"
"7221","但是在初冬早晨的空氣中"
"7222","聽起來卻是充滿著清澄的刺耳"
"7223","這使人感到和尚的肉與肉之間存在著超過需要的親密"
"7224","
    “你看看這封信吧"
"7225","校方又寄來了嚴厲的警告"
"7226","令首在天之靈有知的話"
"7227","不知道會多傷心啊"
"7228","你自己也應該好好考慮"
"7229","這樣下去結果會成為什麼樣子呢"
"7230","”……然後"
"7231","他接著說了那一句"
"7232","“我曾經打算讓你接我的班"
"7233","不過現在我必須明確地告訴你"
"7234","我已經沒有這個意思了"
"7235","”
    我沉默良久"
"7236","然後才說道"
"7237","
    “這不就等於已經拋棄我了嗎"
"7238","”
    老師沒有立即回答"
"7239","過了一會兒才說道"
"7240","
    “到了這種地步"
"7241","還能不被拋棄嗎"
"7242","”
    我沒有回答"
"7243","過了好大一會兒"
"7244","我不知不覺意結結巴巴地扯到別的事情上去了"
"7245","
    “我的情況"
"7246","您完全了解了"
"7247","您的事情"
"7248","我也知道得一清二楚"
"7249","”
    “一清二楚又怎麼樣"
"7250","”老師的眼神頓時暗淡下來"
"7251","“這成不了什麼氣候"
"7252","也無濟於事嘛"
"7253","”
    這時老師露出了一副完全拋棄了現世的面孔"
"7254","生活的細節、金錢、女人和所有的一切"
"7255","他都-一染指了"
"7256","他這樣一副污辱現世的面孔"
"7257","是我從未曾見過的……我感到厭惡"
"7258","仿佛觸摸到血色好、有體溫的屍體"
"7259","
    這時候"
"7260","我湧起一種痛切的感覺"
"7261","希望周圍的一切事物遠離自己"
"7262","哪怕是片刻"
"7263","我從老師的房間退出來後"
"7264","不斷地思考著這個問題"
"7265","而且這個想法越來越劇烈了"
"7266","
    我用包袱皮把佛教辭典和柏木贈送的尺八包裹好"
"7267","一手拎起這個包裹連同書包"
"7268","就急匆匆地趕去學校"
"7269","這時候"
"7270","我一心惦掛著出走的事"
"7271","
    一踏入校門"
"7272","恰巧柏本就走在我的前面"
"7273","我拽住柏木的胳膊"
"7274","把他帶到路旁"
"7275","向他借了3000元"
"7276","並要求他收下佛教辭典和他贈送的尺八"
"7277","權作某種貼補"
"7278","
    柏木平日那種敘述反論時的哲學式的爽快性"
"7279","早已從他的臉上消失了"
"7280","他咪纏著眼睛"
"7281","用迷惘的眼神望著我說"
"7282","
    “你還記得《哈姆萊特》一劇中雷歐提斯的父親對兒子忠告了些什麼嗎"
"7283","他說"
"7284","‘不要把錢借給別人"
"7285","也不要向別人借錢"
"7286","錢借出去就沒有了"
"7287","並且還失去朋友"
"7288","’”
    “我已經沒有父親了"
"7289","”我說"
"7290","“不借就算了"
"7291","”
    “我沒說不惜呀"
"7292","咱們漫漫商量吧"
"7293","現在不知道我能不能湊夠3000元呢"
"7294","”
    我不禁想起從插花師傅那裡聽到的柏木的手段"
"7295","就想揭露揭露他從女人那裡搾取金錢的巧妙手段"
"7296","後來還是控制住了"
"7297","
    “首先想想怎樣處理這本字典和尺八吧"
"7298","”柏木說"
"7299","
    話音未落"
"7300","他馬上就掉頭往校門的方向走去"
"7301","我也折了回去"
"7302","與他並肩緩步而行"
"7303","柏木告訴我"
"7304","“光俱樂部”的學生主任作為金融黑市的嫌疑犯被逮捕了"
"7305","9月被釋放後"
"7306","信用一落千丈"
"7307","眼下處境十分困難"
"7308","從今春起"
"7309","“光俱樂部”主任就引起了柏木的很大興趣"
"7310","他不時出現在我們的話題中"
"7311","柏木和我都確信他是社會的強者"
"7312","沒想到僅僅兩周之後他就企圖自殺了"
"7313","
    “你要錢干什麼"
"7314","”
    柏木冷不防地問了我一句"
"7315","我覺得這種問題不像是由昔日的柏木提出來的"
"7316","
    “我想旅行"
"7317","出去隨便走走"
"7318","”
    “還回來嗎"
"7319","”
    “多半…”
    “你想逃避什麼吧"
"7320","”
    “我想擺脫自己周圍的一切事物"
"7321","擺脫自己周圍的事物所噴發出來的有氣無力的氣味……我終於懂得老師也是無力的"
"7322","是非常無力的啊"
"7323","”
    “也想擺脫金閣嗎"
"7324","”
    “是啊"
"7325","也想擺脫金閣"
"7326","”
    “金閣也無力嗎"
"7327","”
    “金閣不是無力"
"7328","絕不是無力"
"7329","但它是一切無力的根源"
"7330","”
    “這是你想像的吧"
"7331","”柏木說"
"7332","
    柏木非常愉快似地咋了咋舌頭"
"7333","邁著誇張的舞蹈步伐走在人行道上"
"7334","
    在柏木的向導下"
"7335","我們走進一家冷眩目的小古董店把尺八賣掉了"
"7336","只賣了400元"
"7337","接著順便到舊書店"
"7338","好不容易用100元的價錢"
"7339","也把辭典賣掉了"
"7340","柏木為了偌給我剩下的2500元"
"7341","讓我陪他回到自己的公寓裡"
"7342","
    在公寓裡他提出一個離奇的建議"
"7343","尺八其是物歸原主"
"7344","辭典算是禮物"
"7345","兩樣東西都暫且歸他所有"
"7346","所以賣這些東西所得的5冊元也算是柏木的錢了"
"7347","這500元"
"7348","再加上2500元"
"7349","借款當然總共是3000元"
"7350","歸還時止"
"7351","月息按一分計算"
"7352","比起“光俱樂部”的高利貸月息三分四厘來"
"7353","幾乎是優惠得多了……柏木拿出了紙和視台"
"7354","正經八百地把這些條件都寫在紙上"
"7355","然後讓我在借條上簽字畫押"
"7356","我不願意考慮將來了"
"7357","所以馬上用拇指沾上印泥捺下了一個指印"
"7358","
    ……我心急如焚"
"7359","把3000元揣在懷裡"
"7360","一走出柏木的公寓"
"7361","乘上電車"
"7362","在船岡公園前下了車"
"7363","爬上了通向建勳神社的迂回的石階"
"7364","因為我想拍支神簽"
"7365","占卜旅途的平安"
"7366","
    石階上坡處"
"7367","右側是義照稻荷神社塗著刺眼的朱紅色的神殿"
"7368","還有一對用鐵絲網圍著的石派"
"7369","石狐嘴裡叼著紫菜卷飯團"
"7370","豎起尖銳的耳朵"
"7371","耳朵裡也塗上了朱紅色"
"7372","
    這天陽光微弱"
"7373","偶爾刮來微寒的風"
"7374","登上去的石階的顏色像是落下了一層灰塵"
"7375","這是從樹陰篩落下來的顏色"
"7376","光線太微弱"
"7377","看上去仿佛是骯髒的灰色"
"7378","
    一口氣跑到建勳神社寬闊的前院時"
"7379","我已是汗流泱背了"
"7380","石階聯結著正面的前殿"
"7381","向石階伸延的是一片平坦的石板地"
"7382","從左右低低地朗曲的松樹伏在神路的上空"
"7383","右側是木壁色的破舊的神社辦公室"
"7384","大門上掛著“命運研究所”的牌子"
"7385","從辦公室到前殿途中"
"7386","有一間白泥灰牆的倉庫"
"7387","從這裡開始連續種植著稀疏的杉樹"
"7388","冰冷的蛋白色雲朵飽含著沉痛的光"
"7389","在這不平靜的天空下"
"7390","可以環視到京都西郊的群山"
"7391","
    建勳神社是以信長１為主祭神"
"7392","以信長的長子信忠為陪犯的神社"
"7393","這是一所簡樸的神社"
"7394","只有環繞前殿的朱紅色欄桿增添了幾分色彩——
    １信長"
"7395","即織田信長（1534-1582）"
"7396","日本戰國、安土時代的武將"
"7397","
    我對登石階"
"7398","禮拜之後"
"7399","從架在香資箱旁的棚架上取下了一個舊六角木盆"
"7400","拿在手中搖了搖"
"7401","從孔裡搖出了一支削得細細的竹簽"
"7402","竹簽上用黑墨寫了“十四”兩個字"
"7403","
    我轉身走下石階"
"7404","嘴裡不停地念叨“十四……十四……”我覺得這數字的聲音仿佛停滯在我的舌頭上"
"7405","漸漸帶出意義來似的"
"7406","
    在神社辦公室正門前"
"7407","我求了釋簽"
"7408","一個似於廚房洗涮活計的中年婦女"
"7409","一邊不停地用脫下來的圍裙指拭著手"
"7410","一邊走了過來"
"7411","毫無表情地接過我按規定送過去的十元錢"
"7412","
    “幾號"
"7413","”
    “十四號"
"7414","”
    “請在李廊上稍候"
"7415","”
    我坐在窄席上等候"
"7416","就在等候的時間裡"
"7417","我感到自己的命運將由那女人濡濕、皸裂的手來決定"
